clean_text,category
"Ranipokhari reconstruction ko kaam Nepali new year  upcoming Baishak  samma ma complete huney vanera National Reconstruction Authority le vaneko chha " , 0
" famochi09 I swear mehn  could ve gone for the kill" , 0
"The BBI report looks awesome to some extent but it will be spoilt by politicians Already the various parts have started the debate which way it should take I e Referendum way or parliamentary way   Expect it to be polarized with hate and misconceptions  NewsGang" , 1
" Izze1122 I hope so  Some people manage to grow up once they leave high school for the real world  fingers crossed she s one of them  Good of you to assume the best in her  but cautiously with a pinch of salt lol  " , 0
"BBI team took 20 months to come up with this shoddy document in the name of uniting Kenyans  Kenyans are united   the leaders are the division formula and the SI unit is what they stand to win   BBI report is not for ordinary Kenyans   it is for the elite " , 1
"Hello everyone  Trying to get a feel on what everyone likes  What do you like to listen to when you are at a party or in a club  Feel free to comment with a list of your fave songs  Or if genre is not on poll put it down for me please  Thank you   Your DJ" , 0
"Vote for x1 rookies of the year     MAMAVOTE  x1 https   t co CVRPHYtjxx" , 0
"The 100 000 Namibians don t deserve to live in those shacks  In fact  no Namibian should be subjected to poverty  These politicians are failing us   EndCorruptionNow  FightCorruption  Namibia" , 1
" Kou Karkay Do you think they actually meant for him to step down  They re just trying to hold this government by the neck and take accountability for all the economic situation we re faced with as a nation  Every revolution they ve their motives but I cannot call a peaceful protest  treason" , 1
"Let me bite on this  presidential appointments are made on many basis including cronies and loyalties   Tribe is far from the thoughts and decisions at such level  it is only used as a strategy against the poor masses  Kikuyu are rich or poor as any other  Kenyan " , 1
" Jaymz price9  Resist Disney That s fine  To each his own  And I think RZ did a great job  But personally I prefer the Carpenters MM  He s like a supernatural force of evil  The Boogeyman personified   Of course  he could also have been wearing a Kevlar vest  " , 0
" Anibabyofficia1 It s a fucked up world bro  so you ve got to be cautious chaley  it s soo sad ya own niggars go try clear ya away jux secof some small blessing bi wey come your way it s soo sad  " , 0
"This is what I told  NationOnlineMw earlier this year related to the shortage of midwives in Malawi     https   t co WIDFTXGTDm" , 0
"Your commitment for the protection of Girl Child is strategic and  phenomenal  I join my two lovely Girls Yeanie and Nyawa to congratulate and appreciate your endless determination and wish to stand by you with our unflinching support in this Movement  https   t co SbVkIrLoiZ" , 0
" Parliament of  Sierraleone joined the  FemaleCaucus to speak against violence   women are special contributors to development   Passing into law the Sexual Offences  Amendment  Act 2019 is part of our commitments  Thanks to all strong women of SL     16daysofaction https   t co JdK9RpDypu" , 1
"Guys  do we have a day  like just 1 day that the police isn t either assaulting or illegally arresting innocent citizens  Like  just 1 day no one disturbs Sega s DM or phone complaining about illegal arrest " , 1
"For those who supported the actions of this government when Sowore was first  detained as a result of trumped up charges  I hope it has now become clear that his continuous detention isn t about a planned protest  It s about silencing voices  it s about deterrence  FreeSoworeNow" , 1
"I am  GenerationEquality  16 Days of Activism against Gender based Violence   25 November   10 December   OrangeTheWorld  16DaysOfActivism  16Days  StandAgainstRape  Germany  Ghana  GIZ  GermanCooperation  Gender  https   t co BOkn6VvUYL" , 1
"Over 150  children  many of whom have been  displaced by the  violence that continues to affect  education in Burkina Faso  are learning daily in this class in Kaya    Thanks to  EduCannotWait  this school will soon have more classrooms to accommodate displaced students  https   t co NAI3YL0rEW" , 1
"E05 on the  NBCBlacklist S07 was all about the Libyan biological weapons  " , 0
"Watch my gospel musics on YouTube https   t co zm7oMpd0y6" , 0
"My first 8K run ever  and what better cause to run for than to raise awareness of  GBV to end violence against women and girls  together with  UNFPAMocambique colleagues     UEMoz  SpotlightEndViolence https   t co HfGhoyYNqV" , 1
"With out water  Wonderful Sri Lanka   Inginiyagala Senanayake Samudraya  eastcostSL  ampara  tanks  worldoftanks  drought  lka  srilanka  drydays  bliss  blissful   D S Senanayaka Samudraya Inginiyagala https   t co 8ezZQjfhgj" , 0
" The demonstrations sweeping across the world today signal that  despite unprecedented progress against poverty  hunger and disease  many societies are not working as they should  The connecting thread  is inequality  " , 1
" matthewamiller In this world  It s hard and damn near impossible as a human being not to have a personal disposition toward anything you are engaged in  I dont care if you are a judge  lawyer  police officer  infosec hunter ya know" , 0
" No matter what the EU says this so called migration crisis  isn t an African crisis it s European crisis Crisis of how much solidarity EU member states owe one another  who is responsible for taking in asylum seekers  amp  exactly how to go about protecting our European way of life " , 1
"The illegal strike played out well into Namsov s hands back then doe  Unions can be so stupid sometimes      " , 1
" angienguku  youth4uhc  PEERTOPEERUG  UHC2030  mcwangari  WRA K  YouthActKE  Ali Manzu  daktari1  Oayouthkenya  kefeado Exactly without sending someone into a poverty state" , 0
"26 years old Miss Universe broke barriers  amp  shattered misconceptions of natural beauty  NaturalHair  BrownskinGirl  Leadership is indeed the most powerful things to teach our girls and young women   My daughter s face is reflected in her face     Congratulation Miss South Africa  https   t co 1PN4f5UnJP" , 1
" Abraha Desta1 They already made a lots of mistakes and contribute their false and biased new to the violence" , 0
"Great meeting with Regional Police Officer  RPO  of  Faisalabad Deputy Inspector General  DIG  Raja Riffat who is in charge of the police force that serves over 5 4 million people  Thank you for taking the time out for a great discussion and exchange of many ideas  https   t co E0U3wTmHEh" , 0
"Members of RSA Tanzania  RsaTanzania in a group photo with Tanzania Scouts immediately after conducting a road safety awareness campaign to long distance drivers and passengers in Buiko Tanga   EpukaAjali  ajalinisisi  KisengaGasper https   t co TVc3BBrq0K" , 0
"On Sunday  December 15   WebSprix  will conduct a campaign at Kality 40 60 condominium  Every interested person in our internet service gets subscription  fiber deployment  and internet service provision all together  so they can start using internet right away  See you there  https   t co SA0IaJzPK6" , 0
" Indian Rivers Often such hydro never about cheap energy but profit gouging from cement and equipment import contracts by developers  See chapter by  rsansar on failure of financial engineering in large hydro in Aid Technology Development 2017 Routledge  South Asian edition  " , 0
" marve sh So you not aware of the letter sent to the high court by him  Damn  Stay woke " , 0
"Empowered today to take up an interesting challenge in running a short session during the  UNODC  Ethiopia 1st National Consultative Workshop on Criminal Justice Responses to Violence against Women and Girls    onward  growth https   t co egTVvklqEr" , 1
"  To strike a pose with the Nature    Very pleasant a place to be in  Pokhara    naturephotography  nature  fish  trout  moments  travelgram  nepal   Gandaki trout farm  amp  Resturant https   t co v0BMQbk97t" , 0
"So recently got invited to participate in the South Africa Angola Cultural Seasons by  artsculturesa that took place in Luanda  Angola         Had a great experience getting to collaborate with Angolan street artist  https   t co acAlTTrMCM" , 0
" SpaceForceDoD Why do we need a separate branch of the armed forces  Space Force   when there is already a COCOM in Space Command  that was reactivated earlier this year " , 0
"Reciting ending verses of Surah Hashr    Maputo  Mozambique https   t co Ttmtmd5A1f" , 0
" Rajprasong News The latter are  good  people   They have lived a more righteous life and as such have been chosen to save us from ourselves   Geez  just say thank you and move on  " , 0
"What I m failing to understand is what was the gun even doing in the bag     https   t co HNikRvZw8v" , 0
"Some 4 475 people are currently trapped in Libyan detention centres    Most of them are in and around  Tripoli  where violence continues to escalate  and where they remain vulnerable to abuse     Libya cannot be considered a safe port  https   t co LMdWvwO1ov" , 1
"New journey started today at  NTAEgy National Training Academy for  Africanplp African Presidential Leadership Program intake 3  I am ready to learn  unlearn and relearn   NTA  APLP  ENF  OChrishian  EruteNorth https   t co 8DzoAopVL1" , 0
"and we fought hard at that  I ll be real with you  it seems that there is very little we can do to change the world but that is a lie  Through peaceful protest and by raising awareness we will change the world  We will follow the suffragettes  the first gay rights activists " , 1
" Fin24 they will never go on strike ppl r tired of going on strike n come back empty handed   " , 1
"Weather long range weapons or suicide bombs  a weaked mind is a weapon of  MASSDISTRUCTION  FAITHLESS" , 1
"Traffic coming out of Mitchell s Plain  TERRIBLE due to the protesters burning tyres threw out the night  945Kfm traffic standing still" , 1
"Are you an Oasis fan   or  Adidas  Remarkable  Love  Nippon  Japan  Tokyo  Kobe  Allin  Osaka  Striking  Noteworthy http   t co tVfamx0l2s" , 0
"Tymoshenko is running for presidential election  a revolutionary sign of upcoming change or mere assurance of the EU deal   ukraine" , 1
" MariaSTsehai no one who is waiting for the voting results the majority members  have won" , 0
"God please help people find job so that they can overcome poverty" , 1
"the minister in his private study   This being Easter Sunday  we will ask Mrs  Lewis to come forward and lay an egg on the altar    4 14 " , 0
" channelafrica1  CAfricaNews The African Export Import Bank  is in the second phase of a two billion dollar  financing for Kenya Airways " , 0
"Killer prayers agwan before da start of tge show  Blakkrasta koomayaa sataayaa amanapiopio ayaa  chorkiepopkie  king lega  the lords prayer" , 0
"GOOOOOOOOOAL   WHAT A STRIKE Pastore scores a sublime individual goal dribbling away from three white shirts " , 0
"Art is always and everywhere the secret confession  and at the same time the immortal movement of its time  Karl Marx   Good Morning " , 0
" Issai Twali Now what s th latest on this saga  Still going import " , 0
"Strike while the rod is hot " , 0
"Good Morning Jesus     Good Morning Lord     Up and Grateful   Thank you Lord " , 0
"A panoramic view of today  NO to violence  activity  https   t co 0yMIBztmVT http   t co QDG5Z4A3lv" , 0
"The Adidas Authority  Spanish  Striking  Allin  Sea  Belize  Clothes  Caribbean  Colors  Summer  Stripes  Addict http   t co kx4rxluNQ7" , 0
"The  rare  piece  Adidas  Striking  Obama  Addict  Allin  Clothes  Stripes  Outstanding  2MesesConJesusYDani http   t co 6QoTrillzO" , 0
" ShopandShip hi i am TIP 308 i have shipment from uk  for more then 24 hours it is in uk office no movement why   " , 0
"I m freakingly famished  Lord ve mercy Jesus  " , 0
"Now watch how different views about Uhuru  amp  this interview will degenerate into personal attacks  Lol " , 0
"Politician Tareq has made the top BAL leaders mad " , 0
"Happy birthday beautiful n have a blessed new year    MinoQsii" , 0
"Having a Single mum raise me after her husband s death has shown me that women definitely make life somewhat awesome" , 0
"TH   Gay man arrested for buying baby in China     http   t co JYd54M6Vaa" , 0
"80 000 years ago  50 ton of iron hit the ground    Hoba Meteorite  http   t co ZFljT56TFY http   t co BZ0SqZnJeS" , 0
"Kevin just don t hit Kimi ok " , 0
"Everton 2 0 Manchester United   Kevin Mirallas adds the second for  efc with a low  angled strike http   t co OVsUGZr6Zl  EveMun " , 0
"Because waiting for you is like waiting for rain in this drought  useless and disappointing " , 0
"Said  I remember when we used to sit In the government yard in TrenchTown Observing the hypocrites As they would" , 0
"Economic Recovery  amp  Development  ERD  Coordinator  Mali  IRC  UNjobs  jobs http   t co aAuEVIoHhc" , 0
" bosuntijani  speaklagos How can we scale this without politicians  How can one be in each neighborhood instead of Aboki  " , 1
" bosuntijani  speaklagos only barrier to scale is planning approval by politicians and trader associations led by daughters of politicians" , 0
" JA diamond oh I base  " , 0
"RT 3 New Music  Kayce x Hardi ft Optimist   Wrong Number   http   t co Lp2bvl4sor     Support the movement  Moni3   Thank me Later " , 0
" indika27 protesting must be banned in front of fort railway station     for well being of public  lka" , 1
" akigrillz we will win the FA Cup  end the trophy drought  Wenger will retire  Then we will begin to realize that trophies are  secondary  " , 0
"Nyondo  Lets curtail presidential powers" , 1
"Z politicians assassinated in z lst fu days  isaaq riinow and a aziz afar indhood r two of the wealthiest D amp M MPs  is this coincident " , 1
"Free speech carries with it some freedom to listen " , 0
"Thomas Pag s is the man to beat at Red Bull  X Fighters Mexico City http   t co QLiOg6LZiz http   t co YTMvYejbwO" , 0
"Gender Base Violence  GBV  Manager  Chad  IRC  UNjobs  jobs http   t co fny52w4NQw" , 0
" PriyankaBagaria  bjpsamvad after10yrs of waste   pl get used to   what u give u get law of nature" , 0
" Team Genii  Zone9 bloggers and journalist arrested in Ethiopia  In Ethiopia the EPRDF regime con    http   t co rHoClTkqBn  Team Genii " , 1
" AJStream massive  violent  in humane and indiscriminate deportation of Ethiopians from Saudi" , 1
" Kerry to visit  Ethiopia   Congo  amp   Angola this week  To meet Kabila to discuss  DRC progress against armed groups http   t co YB8W34GItX" , 1
" Water From Fresh Air http   t co dfxoPcfNSj  IFLScience  WaterSecurity  Drought  Disease  Development  Charity  Innovation  Engineering" , 0
"Will African professional human rights activists protest Norwegian Afro zoo  Can they fuck you a donor " , 1
"There is no God but Allah " , 0
"Cuddle   8shots of vodka  AllThatINEED" , 0
"Where s that    Naijablogger  Breaking  Another Bomb Blast Close To Nyanya Park   Graphic Photos   http   t co 1kVGi8RXcX " , 1
"Students killed in Ethiopia protest http   t co CYIK9JdVMC" , 1
"It is no coincidence that the century of total war coincided with the century of central banking     Ron Paul" , 0
"while cpp n HunSen seem one  I think a cpp govt without HS can b different  my PM doesn t catch a mouse  too much power on his clan " , 1
"https   t co Z485lrDFwP Join The Movement" , 0
"  predizzle  Presidential media chat airing now hi " , 0
"We can t accept repression and injustice    it s out of our control  We believe in freedom and we will fight for get it    Rabaa" , 1
"i cannot be your savior  there is no violence in your heart" , 0
"  YourAnonNews  FBI agent arrested in Pakistan on weapons charge http   t co qPyNb1d3cX " , 1
"this dumb ass     thinking with his hips and not his brain  SowetanLIVE DJ Sbu takes photo in voting booth  http   t co qjnHgEvtPl" , 1
"Gender Based Violence Senior Program Manager  Somalia  IRC  UNjobs  jobs http   t co ORurByZ3ui" , 0
"Gender Based Violence Senior Program Manager  Somalia  IRC  UNjobs  jobs http   t co IPwoBGTmdJ" , 0
"always wanted to be on the frontline of these protests riots  given the chance  i srsly would be a war photog  but don t tell my producer " , 1
"RT  Op Israel Reminder  Palestinian prisoners on hunger strike their food is only  Water and Salt http   t co vykuwG9mxc  Palestine" , 1
"LOL  RT  crazynairobian  LOL RT  FQ Baba  Victims of domestic violence   http   t co NgEXuJYdu3" , 0
"The protest agains the arrest of  azyz and  sabri continues towards the  ministry of interior  FreeAzyz http   t co cm9GiC6b9l" , 1
"We have failed the gender movement in Malawi  Emma Kaliya NGOGCN  malawivote2014" , 1
"  hadithday  My Lord  Grant me wisdom  and join me with the good  26 83   Quran  " , 0
"Bangkok is quietly bustling in the area around our hotel  A protest in a big centre is planned with army on alert to quash it a c to TV news" , 1
"Keep the faith  keep working hard and great things will come   " , 0
"There s no quantitative data recording effects of rape in CAR but professionals say suicide  HIV  rejection by survivor s family all common " , 1
"Given what we know from other conflicts  it s probable that  CARcrisis soldiers are trained to rape  rewarded for it  amp  killed if they don t " , 1
"To sin by silence  when they should protest  makes cowards of men " , 1
" Revitalizing the Reparations Movement    Watch the replay   http   t co 5QB17ce5MH   http   t co TQZueQ9tVR" , 0
" SaraAhmedx Happybirthday to you one more time beautiful because why not God bless  x" , 0
"Presidential Proclamation    National Caribbean American Heritage Month is June 2014      http   t co a9lEJoKa7r" , 0
"silence can be violence" , 0
"  MVegeta97   Gmoriee I should meet this guy  lol you already did  Tetzakar Mohammed elmahdi    Al7alaby" , 0
"I just retweeted   The Bangkok protest was right out front of my hotel today  WOW   Terminal 21   Shopping centre closed " , 1
"  Lightning strike delays trains  Trains leaving Fort will be delayed as a result of a malfunction in the signal    http   t co hCPZSBnBYa " , 0
" Egypt rejects appeal of defeated presidential candidate  sources http   t co mnKCaKbLeT" , 1
" Bomb blast kills several at  football TV showing in northeast  Nigeria http   t co krWbKpO7KC" , 1
"Champagne Everest flight while in CEO Leadership Camp One of the awesome things to do in life   CEOLC 14  gadventures http   t co gUwnPBCBET" , 0
"  Qwe ci   akwesi g    muftimenk  Do not nullify the reward of your good deeds by bragging about them    " , 0
"All people go to Allah after death  wise people go to Allah before death " , 0
" Francis AFC naaa   striking was a really major problm  ask any fan" , 0
"RT  presprecinct  We our looking forward to welcoming 25 Washington Fellows to The Presidential Precinct next month  http   t co QsAr0oZniN" , 0
" Ebola kills six in  SierraLeone  24 confirmed cases " , 0
" Jay82 LFC Oooooh mate  I m bracing my self  my first one is just 11 months  amp  2nd daughter due in November  FunTimes  Blessed" , 0
"Corinthians 16 13  Be on your guard  stand firm in the faith  be men of courage  be strong " , 0
"Let s Throw A Party" , 0
"Too lazy to cook lunch  bought food instead    Lobster and veggie rice   I am armed with Claritin too  http   t co J74snjIuLt" , 0
"I wonder if our politicians watch movies    they can learn one or two things" , 0
"Project Officer  Chad  International Medical Corps  UNjobs  jobs http   t co dtKhhAYWqw" , 0
" vionceobeee  eNCAnews The day mines bosses pay our people a decent living wage  Until then  the strike continues   " , 1
"http   t co RaKLNrdU5t Diepkloof protesters barricade road  via  News24 " , 1
"  EritreaStruggle  BBCAfrica News by its nature is inherently mostly negative  There isn t an anti  Eritrea campaign  Why would there be " , 0
"We anti war protesters were right  the Iraq invasion has led to bloody chaos   Owen Jones http   t co DlMve9GEts" , 1
" ErasmoLinusy how are we voting" , 0
" AlienWare and  BackTrack on my mind  Can t I just acquire these weapons of mass destruction and have fun      " , 0
" dejavucook irony in a Western sense  it s not a protest vs pure admiration  They are keeping this place safer " , 1
"The  panzagar  flower speech  movement by  myanmarido is so creative and impressive   umati team soaking it up  http   t co 41RdAtDtRQ" , 0
"Haha   iwakenbaked  Join the marijuana movement  it s a joint effort  " , 0
" SyedaShehlaRaza this is called positive politics ab achay bachy ki traha parliment jao imran khan" , 0
"Lmaooooo   Echecrates  When u see the officer who denied u U S visa at Ebeano shopping for groceries http   t co rQb7pt01BW " , 0
"Good Morning my tweeps   Shoutouts 2 All my fighters out there   Yall recognize yourself   Nuff respect" , 0
"This situation affects me tremendously as well     like everything changes from this point    but i hope my lack of response helps you " , 0
"https   t co fpo3EP3ryv  humanrights  morocco Stop making excuses for sexual violence  repeal harmful laws  AmnestyUK  Maroc" , 1
"That was a swift movement  sbujeeti  Wow rip spain now this is football " , 0
" Sentletse  meeowpurr exemplary leadership once again by Sentletse  NOT " , 1
"Rolls   Royce is not reducing their prices because greatness costs what it costs  you can t afford it don t be there  Such is your life    " , 0
"I ve been on drought though    What to do about this  " , 0
"Instagraming Koutoubia With My Partner in Crime shiroilabaca   Koutoubia Mosque http   t co lii8kK8fdR" , 0
"Law myself first    " , 0
"formidable rotating air mass propeller weapons system  After the action  the crew and passengers observers dropped in on China s  7 8 " , 0
"Some movement     http   t co aX0tc0FRz6" , 0
"  iSexstrology  Only the luckiest are blessed to have a  Scorpio fall in love with them   real taaaalk" , 0
"Support Staff  Capacity Building for Responsible Minerals Trade  CBRMT  Project  Kinshasa  Tetra Tech  UNjobs  jobs http   t co KRm8EsjQF0" , 0
"Thank God for today Tomorrow is another day" , 0
"Throw it up  throw it up Watch it all fall out Pour it up  pour it up That s how we ball out" , 0
"  GS Economists tackle the knockout round of the  WorldCup  See the updated predictions  http   t co 2qCKZx79ee http   t co yZk1xQTops " , 0
"      owuyi   Iam KudiKratoS  tourlah jegz soMebody tell me when it s time to start shooting alreaDy  " , 0
"Great football from Algeria  Pace  strength and intelligent movement  A little concerned about their missed chances " , 0
" SOONDISS haha no violence   Spread the Love by giving out noodles" , 0
"Carry placard  Proudly malo1  Protest na  tcomptondodo  Dt our new kit is shitty abeg  AFC  " , 1
"  famousquotenet  The great object is that every man be armed  Everyone who is able might have a gun    Patrick Henry " , 0
"Have Your way lord" , 0
"  NotOccupying  IOF soldier  fully armed w the message   let us just spray  with bullets   http   t co USfuoiHbK8    DontBurnOurBoys" , 1
" omg the whole TL is full of politicians now  lol you just continue discussing Jay Z and Beyonce s relationship you blithering halfwit" , 1
"Clearly  the govt doesn t trust it s citizens with accurate info  amp  the citizens don t trust the info given by its govt  Recipe for anarchy " , 1
"  muh194  Tareq 15Y O the cousin of  MohammadAbuKhdair  was beaten up by  Israeli police amp is under arrest  Jerusalem http   t co zWdw4IBazc" , 1
"According to Prof de Long at HBS   ALL ambiguity is ALWAYS interpreted negatively  in an employment situation  But it isn t so in friendship" , 0
"Wet afternoon   Liberian Presidential Palace http   t co 4zzltbf4aO" , 0
"Christ s love is so true    The warmth of the heart listening to some lyrics at 12a m  " , 0
"http   t co rRYGGWjPV8 Andre Schurrle and Per Mertesacker ready to end Germany s 18 year trophy drought      MailOnline" , 0
" hannahhw am having most extraordinary time so far   girleffect is an incredible movement" , 0
"Violence breaks out in  Mandalay    Sighhhh http   t co BHjBIiTsYT" , 1
"Smile strike a pause and let the experts in your life do the talking  " , 0
"  rickymeez  Supreme Court orders  KenyaAirways to pay nine months salary to 447 workers who were fired in 2012   KelvinNews" , 0
"  If one fights his brother   he must  avoid striking at face  for Allah created him in the image of Adam Sahih Bukhari Sahih Muslim  5of10 " , 0
" Carytosh cravings don t choose when to strike  " , 0
"Thank you Lord God for another week  This week is a fruitful and successful week  Amen " , 0
"The Iron Mean lady who runs  KCCAUG Kisenyi Health Centre 4  She pushed my small form out of the hospital  Strike  http   t co FaeCUBViYN" , 0
"So today I dreamed that I was picking a fight with a guy   and suddenly he started telling me about his deep feels     weird      " , 0
"It s freedom that we fight for " , 0
" bdarce22  muzicnerd  stopbdarce22 it s a global movement" , 0
"Some say   violence is not the solution  amp  Israel should open dialog     Let s see u try with someone who deny your very existence   Its RZM" , 1
"Kutt   With them hommies saddmo  teejaebraun   benz C300 4matic   State House Presidential Villa Aso Rock http   t co pDtXKrX8Kb" , 0
"Heroic  humanitarian work of  Palestine  RedCrescent in  Gaza  Facing risks  amp   violence by commitment to  humanity http   t co dpqoexCpMw" , 1
" arielhelwani its not just in Europe in north africa  Algeria we love fighters like  TheNotoriousMMA" , 0
"Libya to be safe   stable and success country  first thing is to collect all weapons from Militias  This will be able by helping our friends" , 1
"International Consultant On Impact Investment Africa Study  Addis Ababa  UNDP  http   t co 0RBlRS7DOk" , 0
" Libya news in Fb pages are very misleading  Social media becomes a weapons to manipulate libyan " , 0
" AngeCFC boga seems to have some good movement" , 0
" airfrance shame on ur service amp  flight ticket prices  Tix from Ouaga to Bey is 6k  economy class  Can I say thieves http   t co iQzqsfmZQu" , 1
" SANDMAN LBY  azobirelgin loooool bro i think shes a body guard or somet she would slap us silly" , 0
"Trekking in Nepal  Annapurna Base Camp  annapurna trek  machhapuchhre trek  fish tail  annapurna region  poohill    http   t co Jhx0829nFf" , 0
"U S  evacuates embassy in Tripoli  Libya  because of ongoing violence  U S  officials tell CNN s Barbara Starr  http   t co gZh3dQ5Gkl" , 1
"Dad just corrected me fractional ownership not time share there is a difference " , 0
"They say do songs like P K Chishala but they cant tell you who inspired him  ALO even Politicians don t do politics like K K" , 1
"Now I hear of a second bomb blast in Kano today 2in one day also another young female bomber the fear is palpable and it s for real " , 1
"    Jude Mugabi    Kuzeec  Why are we angry at politicians yet we know who their children are   but their children throw the Lavish parties " , 1
"Yes I m late but I just watched the  RedWedding episode  I m pretty sure a stab in the back would ve felt better than this episode did  GoT" , 0
" EidMubarak to all Muslim tweeps  HaaziqUvais  adeebidroos Njoy well and bring us treats   P  Watalappan" , 0
" SUPERJEW26 in Syria it s a civil ware and they gave them weapons to the opposition to fight back  this is the national silent  Funny hein " , 1
"Participants interviewed a diverse group of people in town  tomato sellers  business owners  travelers and many more  tweseforpeace2014" , 0
"The protest has passed midan al jazair now heading to al dahra not sure to where but I am behind them  tripoli" , 1
" Drought status  improves across Texas http   t co sJaWbmKXL7" , 0
" LazJacobs Only the mediocre politicians " , 0
"Europe in Push to Stop  Violence  Against Women" , 1
" JosephOwino let s strike at the big boys  Ghana  Togo" , 0
"Namo s Nepal visit is a movement to  reduce Chinese influence over Nepal  So  purpose of  Namo s visit is to challenge  China   ModiInNepal" , 0
"  DjSoxxy  Does everything in this country have to be political  sad   but true" , 0
" Nw Strike Back" , 0
"Medical Consultant   Ebola Response  Sierra Leone  International Medical Corps  UNjobs  jobs http   t co d7Vl5hwrha" , 0
"While checking my notes I found this  declaration and  commitment that I made last January 1  2013    http   t co 4CQlGen8K6" , 0
"It was at the  ProvidenceBaptistChurch tht  Liberia s independence declaration was signed on  July26 1847 http   t co jtzY0JfwBc" , 0
" DebBy Great imagine  Nigerians are now co operating by flooding d streets  pushing 4 an honest election  bt d politicians dnt wnt to change" , 1
" raising peace no to violence" , 0
"Hate saying goodbye man  I thank god for the people I met this summer and the moments we shared that made it memorable " , 0
"Military wives protest Boko Haram deployment http   t co jCDIA271VU via   ajenglish" , 1
"My name is gorille     Allegorie   I am an  artist and this is my weapons   art  donkeykong  likeaboss  http   t co yjvPkw626k" , 0
"Solomon should live as long as his blessed life is  He s innocent   Make investigation now  " , 0
" Brazil presidential candidate Campos dies in plane crash  FR24 did not track the flight due to bad MLAT coverage around Rio de Janeiro  " , 0
"When memories kill you   lt  3" , 0
"It should not take dead black boys in Ferguson NYC LA or dead babies in Gaza 2 get us out on the streets  We need 2 fight everyday  Oneworld" , 1
"I m hungry time  http   t co NAasYf43SF" , 0
"Nigeria s Goodluck Jonathan has approved the sacking of 16 000 striking resident doctors in all federal government hospitals " , 1
"  JaySqueezy   Eboue blessed the internet with this piece of art http   t co qsj3HamDiT " , 0
" SinghaniaGautam  Lord Krishna http   t co eECgd3BCa3" , 0
"To day is final movement in  Azadi march so pls come out from  Home   amp  joined imran  Khan   http   t co H5rDq8U0Lj" , 1
"Hi could u please follow me and made that day be the best day of my life  Ashton5SOS  5SOS  Luke5SOS  Michael5SOS  Calum5SOS   vote5sos x570" , 0
"Ah putain quand je spoil  Lol smiley face zer" , 0
"The more pure money you get  the less you think of violence " , 0
"COLUMN Violence or vaccines  Which path for U S  in Africa  http   t co t53sp4cunt" , 1
"Solid  jiujitsu class last week  High work rate with some pro fighters and top teaching  Thanks  http   t co 1lQf3zBfHz" , 0
"French  Protesters Urge End to  Israeli  Airstrikes http   t co LkTdcQFyjG" , 1
"  tracy suji   DJBashKenya almost   Hahahaha   ohh  dont strike a nerve       Am not scared " , 0
"Was there earlier but left also it was cold  IAmPaulaLaz  I am  Was at the festival  Very cold  Went home    PietrezHaukongo  I hope you re" , 0
"Tenn  inmates sue to stop electric chair  torture  http   t co vRXk8KIU3f via  USATODAY" , 1
"Go on  DrizyHenry  I feel like killing her  " , 0
" andy nyika even boda bodas are also on strike " , 1
"Lets import all the files from USA  photography  memories  usa  workflow   Chez Moi http   t co bzFnVTnvCU" , 0
"Mind Prison" , 0
"Army is on ur back not mine says  IK 2 Nawaz If we believe  ShkhRasheed a friend of IK then all the politicians were once in GHQ s pots" , 1
"Health workers    SierraLeone s  Ebola treatment centre in Kenema strike over  nonpayment of allowances  amp  inadequate  amp  insufficient gear  " , 1
" PTIofficial just shut up this is not peaceful protest" , 1
"Co   Laza xiv          Ndapwa ndula  I m done trying to understand Namibian politicians  Swapo  to be precise  " , 0
"Protesters crossed pak sectariat chowk" , 1
"Pakistani protesters break into national  PTV television headquarters  pakistan http   t co 2OObDA5FMz http   t co 430RTPzoH7 " , 1
"Nurses    SierraLeone  s largest hospital on strike now  They are demanding 4 pay and protective gear after their colleague died from  Ebola" , 1
"Govt likely to lodge FIR against Imran  Qadri http   t co rsGnkpPmf0 About time  For inciting violence  breaking the law  attacking state" , 1
"The drops of rain make a hole in the stone not by violence but by oft falling  Lucretius" , 0
" InstaMoment  redcupland at the  AperoStreet3 keep  reppin  the  redcup movement   Passez vos  http   t co ya8CE4slk6" , 0
" rots services  MichaelTshi Proof DESIR  MOPAP stronger Mende just resign " , 0
" PTI leaders will meet Chinese Ambassador tomorrow to ensure that  ChinesePresident visits Pakistan as per schedule   SMQ" , 0
"NFL  Under Public  Pressure   Toughens  Domestic  Violence Bans http   t co WO9JayQzs4" , 0
"  blunt5H    mines lauren  I m surprised that BO   is still on the damn BB Hot 100 chart   MTVEMA  NominateFifthHarmony  A fighter    " , 0
"Administrative Assistant 7   Finance and Accounting Officer   Maputo  Abt Associates  UNjobs  jobs http   t co JoRENEKbwG" , 0
" b89530  QriPretty  hahaha  Love u so much  T ara and Queen s habits the same   Fighting our Girls " , 0
" WalidErtima but they are denying any attempt to resolve this crisis peacefully  violence is the tool of ignorants  " , 1
"South Sudan freedom fighters  http   t co ctg4VELQvm" , 1
"I love when she still shifting her curves during the movement   " , 0
"Details  LiveFromHereBlog  LiveFromHereCambodia  cambodia  siemreap  buddhist  monastery  details  http   t co vO5Na4wzOn" , 0
"With weapons   Confused   EXTREME  Ent  US to pledge troops to fight Ebola http   t co RVbJo359Uf  TURNUP  MAY3  HNAUB " , 1
